bloque,ts,variable,valor
B7_CTIC,2026-08-29 22:50:00,activepower,32583.0
B7_CTIC,2026-08-29 23:00:00,activepower,32392.85
B7_CTIC,2026-08-29 23:10:00,activepower,36321.8
B7_CTIC,2026-08-29 23:20:00,activepower,36381.4
B7_CTIC,2026-08-29 23:30:00,activepower,32320.35
B7_CTIC,2026-08-29 23:40:00,activepower,35548.850000000006
B7_CTIC,2026-08-29 23:50:00,activepower,32879.95
B7_CTIC,2026-08-30 00:00:00,activepower,32576.1
B7_CTIC,2026-08-30 00:10:00,activepower,36445.4
B7_CTIC,2026-08-30 00:20:00,activepower,32616.85
B7_CTIC,2026-08-30 00:30:00,activepower,32770.5
B7_CTIC,2026-08-30 00:40:00,activepower,31964.2
B7_CTIC,2026-08-30 00:50:00,activepower,32255.95
B7_CTIC,2026-08-30 01:00:00,activepower,36385.7
B7_CTIC,2026-08-30 01:10:00,activepower,32674.0
B7_CTIC,2026-08-30 01:20:00,activepower,32642.25
B7_CTIC,2026-08-30 01:30:00,activepower,35487.95
B7_CTIC,2026-08-30 01:40:00,activepower,32511.7
B7_CTIC,2026-08-30 01:50:00,activepower,35342.0
B7_CTIC,2026-08-30 02:00:00,activepower,32828.85
B7_CTIC,2026-08-30 02:10:00,activepower,36295.2
B7_CTIC,2026-08-30 02:20:00,activepower,36272.85
B7_CTIC,2026-08-30 02:30:00,activepower,37749.15
B7_CTIC,2026-08-30 02:40:00,activepower,36496.9
B7_CTIC,2026-08-30 02:50:00,activepower,36495.55
B7_CTIC,2026-08-30 03:00:00,activepower,32075.35
B7_CTIC,2026-08-30 03:10:00,activepower,32373.6
B7_CTIC,2026-08-30 03:20:00,activepower,32079.2
B7_CTIC,2026-08-30 03:30:00,activepower,35350.2
B7_CTIC,2026-08-30 03:40:00,activepower,32037.15
B7_CTIC,2026-08-30 03:50:00,activepower,32540.95
B7_CTIC,2026-08-30 04:00:00,activepower,35973.3
B7_CTIC,2026-08-30 04:10:00,activepower,32217.35
B7_CTIC,2026-08-30 04:20:00,activepower,35734.7
B7_CTIC,2026-08-30 04:30:00,activepower,35497.8
B7_CTIC,2026-08-30 04:40:00,activepower,32513.050000000003
B7_CTIC,2026-08-30 04:50:00,activepower,32392.5
B7_CTIC,2026-08-30 05:00:00,activepower,35716.7
B7_CTIC,2026-08-30 05:10:00,activepower,32290.75
B7_CTIC,2026-08-30 05:20:00,activepower,32048.3
B7_CTIC,2026-08-30 05:30:00,activepower,35270.4
B7_CTIC,2026-08-30 05:40:00,activepower,32149.55
B7_CTIC,2026-08-30 05:50:00,activepower,32573.1
B7_CTIC,2026-08-30 06:00:00,activepower,33697.1
B7_CTIC,2026-08-30 06:10:00,activepower,34339.95
B7_CTIC,2026-08-30 06:20:00,activepower,38347.4
B7_CTIC,2026-08-30 06:30:00,activepower,33727.1
B7_CTIC,2026-08-30 06:40:00,activepower,35152.35
B7_CTIC,2026-08-30 06:50:00,activepower,33748.6
B7_CTIC,2026-08-30 07:00:00,activepower,34045.55
B7_CTIC,2026-08-30 07:10:00,activepower,33435.3
B7_CTIC,2026-08-30 07:20:00,activepower,33004.4
B7_CTIC,2026-08-30 07:30:00,activepower,37474.5
B7_CTIC,2026-08-30 07:40:00,activepower,32998.45
B7_CTIC,2026-08-30 07:50:00,activepower,32766.7
B7_CTIC,2026-08-30 08:00:00,activepower,36413.2
B7_CTIC,2026-08-30 08:10:00,activepower,33227.149999999994
B7_CTIC,2026-08-30 08:20:00,activepower,36690.0
B7_CTIC,2026-08-30 08:30:00,activepower,36696.4
B7_CTIC,2026-08-30 08:40:00,activepower,34423.600000000006
B7_CTIC,2026-08-30 08:50:00,activepower,34581.1
B7_CTIC,2026-08-30 09:00:00,activepower,41331.25
B7_CTIC,2026-08-30 09:10:00,activepower,38023.4
B7_CTIC,2026-08-30 09:20:00,activepower,38029.8
B7_CTIC,2026-08-30 09:30:00,activepower,40091.05
B7_CTIC,2026-08-30 09:40:00,activepower,38171.4
B7_CTIC,2026-08-30 09:50:00,activepower,38332.350000000006
B7_CTIC,2026-08-30 10:00:00,activepower,42099.5
B7_CTIC,2026-08-30 10:10:00,activepower,38488.1
B7_CTIC,2026-08-30 10:20:00,activepower,38599.3
B7_CTIC,2026-08-30 10:30:00,activepower,42923.0
B7_CTIC,2026-08-30 10:40:00,activepower,43408.8
B7_CTIC,2026-08-30 10:50:00,activepower,43861.55
B7_CTIC,2026-08-30 11:00:00,activepower,41993.45
B7_CTIC,2026-08-30 11:10:00,activepower,38755.1
B7_CTIC,2026-08-30 11:20:00,activepower,47284.9
B7_CTIC,2026-08-30 11:30:00,activepower,38735.35
B7_CTIC,2026-08-30 11:40:00,activepower,43087.8
B7_CTIC,2026-08-30 11:50:00,activepower,42797.3
B7_CTIC,2026-08-30 12:00:00,activepower,39223.7
B7_CTIC,2026-08-30 12:10:00,activepower,43049.2
B7_CTIC,2026-08-30 12:20:00,activepower,38689.4
B7_CTIC,2026-08-30 12:30:00,activepower,39052.9
B7_CTIC,2026-08-30 12:40:00,activepower,38700.55
B7_CTIC,2026-08-30 12:50:00,activepower,38609.6
B7_CTIC,2026-08-30 13:00:00,activepower,42864.7
B7_CTIC,2026-08-30 13:10:00,activepower,38868.4
B7_CTIC,2026-08-30 13:20:00,activepower,42608.85
B7_CTIC,2026-08-30 13:30:00,activepower,43445.7
B7_CTIC,2026-08-30 13:40:00,activepower,39433.100000000006
B7_CTIC,2026-08-30 13:50:00,activepower,45946.4
B7_CTIC,2026-08-30 14:00:00,activepower,44123.8
B7_CTIC,2026-08-30 14:10:00,activepower,41313.65
B7_CTIC,2026-08-30 14:20:00,activepower,39326.25
B7_CTIC,2026-08-30 14:30:00,activepower,42630.3
B7_CTIC,2026-08-30 14:40:00,activepower,43192.95
B7_CTIC,2026-08-30 14:50:00,activepower,42955.6
B7_CTIC,2026-08-30 15:00:00,activepower,42548.8
B7_CTIC,2026-08-30 15:10:00,activepower,38437.1
B7_CTIC,2026-08-30 15:20:00,activepower,38388.6
B7_CTIC,2026-08-30 15:30:00,activepower,38258.100000000006
B7_CTIC,2026-08-30 15:40:00,activepower,42414.05
B7_CTIC,2026-08-30 15:50:00,activepower,38471.0
B7_CTIC,2026-08-30 16:00:00,activepower,38351.25
B7_CTIC,2026-08-30 16:10:00,activepower,42751.350000000006
B7_CTIC,2026-08-30 16:20:00,activepower,38220.3
B7_CTIC,2026-08-30 16:30:00,activepower,40188.850000000006
B7_CTIC,2026-08-30 16:40:00,activepower,37636.25
B7_CTIC,2026-08-30 16:50:00,activepower,42389.1
B7_CTIC,2026-08-30 17:00:00,activepower,42168.55
B7_CTIC,2026-08-30 17:10:00,activepower,41560.45
B7_CTIC,2026-08-30 17:20:00,activepower,45711.7
B7_CTIC,2026-08-30 17:30:00,activepower,37475.75
B7_CTIC,2026-08-30 17:40:00,activepower,37432.0
B7_CTIC,2026-08-30 17:50:00,activepower,37450.5
B7_CTIC,2026-08-30 18:00:00,activepower,37956.4
B7_CTIC,2026-08-30 18:10:00,activepower,37521.7
B7_CTIC,2026-08-30 18:20:00,activepower,37059.1
B7_CTIC,2026-08-30 18:30:00,activepower,40975.95
B7_CTIC,2026-08-30 18:40:00,activepower,37112.25
B7_CTIC,2026-08-30 18:50:00,activepower,40557.5
B7_CTIC,2026-08-30 19:00:00,activepower,36955.65
B7_CTIC,2026-08-30 19:10:00,activepower,37026.0
B7_CTIC,2026-08-30 19:20:00,activepower,40785.0
B7_CTIC,2026-08-30 19:30:00,activepower,37026.850000000006
B7_CTIC,2026-08-30 19:40:00,activepower,36943.15
B7_CTIC,2026-08-30 19:50:00,activepower,36968.1
B7_CTIC,2026-08-30 20:00:00,activepower,37005.8
B7_CTIC,2026-08-30 20:10:00,activepower,37232.45
B7_CTIC,2026-08-30 20:20:00,activepower,36733.8
B7_CTIC,2026-08-30 20:30:00,activepower,40800.45
B7_CTIC,2026-08-30 20:40:00,activepower,41172.5
B7_CTIC,2026-08-30 20:50:00,activepower,41178.1
B7_CTIC,2026-08-30 21:00:00,activepower,42119.2
B7_CTIC,2026-08-30 21:10:00,activepower,39084.7
B7_CTIC,2026-08-30 21:20:00,activepower,40624.5
B7_CTIC,2026-08-30 21:30:00,activepower,40822.3
B7_CTIC,2026-08-30 21:40:00,activepower,37245.3
B7_CTIC,2026-08-30 21:50:00,activepower,36725.2
B7_CTIC,2026-08-30 22:00:00,activepower,36589.55
B7_CTIC,2026-08-30 22:10:00,activepower,35748.45
B7_CTIC,2026-08-30 22:20:00,activepower,32542.6
B7_CTIC,2026-08-30 22:30:00,activepower,32563.25
B7_CTIC,2026-08-30 22:40:00,activepower,32516.05
B7_CTIC,2026-08-30 22:50:00,activepower,36088.3
B7_CTIC,2026-08-30 23:00:00,activepower,33472.2
B7_CTIC,2026-08-30 23:10:00,activepower,34235.649999999994
B7_CTIC,2026-08-30 23:20:00,activepower,34764.8
B7_CTIC,2026-08-30 23:30:00,activepower,35580.2
B7_CTIC,2026-08-30 23:40:00,activepower,35332.1
B7_CTIC,2026-08-30 23:50:00,activepower,32198.5
B7_CTIC,2026-08-31 00:00:00,activepower,36415.75
B7_CTIC,2026-08-31 00:10:00,activepower,32341.800000000003
B7_CTIC,2026-08-31 00:20:00,activepower,32084.3
B7_CTIC,2026-08-31 00:30:00,activepower,35579.350000000006
B7_CTIC,2026-08-31 00:40:00,activepower,31877.45
B7_CTIC,2026-08-31 00:50:00,activepower,32310.9
B7_CTIC,2026-08-31 01:00:00,activepower,35926.95
B7_CTIC,2026-08-31 01:10:00,activepower,31907.5
B7_CTIC,2026-08-31 01:20:00,activepower,35451.9
B7_CTIC,2026-08-31 01:30:00,activepower,32235.4
B7_CTIC,2026-08-31 01:40:00,activepower,32190.7
B7_CTIC,2026-08-31 01:50:00,activepower,35457.45
B7_CTIC,2026-08-31 02:00:00,activepower,32263.3
B7_CTIC,2026-08-31 02:10:00,activepower,36697.7
B7_CTIC,2026-08-31 02:20:00,activepower,32022.95
B7_CTIC,2026-08-31 02:30:00,activepower,32110.95
B7_CTIC,2026-08-31 02:40:00,activepower,35329.6
B7_CTIC,2026-08-31 02:50:00,activepower,32011.35
B7_CTIC,2026-08-31 03:00:00,activepower,35762.6
B7_CTIC,2026-08-31 03:10:00,activepower,32129.8
B7_CTIC,2026-08-31 03:20:00,activepower,32147.8
B7_CTIC,2026-08-31 03:30:00,activepower,32144.85
B7_CTIC,2026-08-31 03:40:00,activepower,36628.2
B7_CTIC,2026-08-31 03:50:00,activepower,31886.5
B7_CTIC,2026-08-31 04:00:00,activepower,32522.050000000003
B7_CTIC,2026-08-31 04:10:00,activepower,32516.9
B7_CTIC,2026-08-31 04:20:00,activepower,32229.800000000003
B7_CTIC,2026-08-31 04:30:00,activepower,36195.2
B7_CTIC,2026-08-31 04:40:00,activepower,31953.0
B7_CTIC,2026-08-31 04:50:00,activepower,32091.2
B7_CTIC,2026-08-31 05:00:00,activepower,35498.25
B7_CTIC,2026-08-31 05:10:00,activepower,31973.6
B7_CTIC,2026-08-31 05:20:00,activepower,33479.05
B7_CTIC,2026-08-31 05:30:00,activepower,37865.45
B7_CTIC,2026-08-31 05:40:00,activepower,42589.1
B7_CTIC,2026-08-31 05:50:00,activepower,37349.2
B7_CTIC,2026-08-31 06:00:00,activepower,38193.7
B7_CTIC,2026-08-31 06:10:00,activepower,37477.9
B7_CTIC,2026-08-31 06:20:00,activepower,39247.3
B7_CTIC,2026-08-31 06:30:00,activepower,47502.1
B7_CTIC,2026-08-31 06:40:00,activepower,43651.7
B7_CTIC,2026-08-31 06:50:00,activepower,44210.45
B7_CTIC,2026-08-31 07:00:00,activepower,43318.7
B7_CTIC,2026-08-31 07:10:00,activepower,43066.4
B7_CTIC,2026-08-31 07:20:00,activepower,43330.25
B7_CTIC,2026-08-31 07:30:00,activepower,44359.8
B7_CTIC,2026-08-31 07:40:00,activepower,43916.9
B7_CTIC,2026-08-31 07:50:00,activepower,39935.25
B7_CTIC,2026-08-31 08:00:00,activepower,47741.5
B7_CTIC,2026-08-31 08:10:00,activepower,41224.4
B7_CTIC,2026-08-31 08:20:00,activepower,45184.2
B7_CTIC,2026-08-31 08:30:00,activepower,40543.8
B7_CTIC,2026-08-31 08:40:00,activepower,48521.75
B7_CTIC,2026-08-31 08:50:00,activepower,41155.350000000006
B7_CTIC,2026-08-31 09:00:00,activepower,47775.0
B7_CTIC,2026-08-31 09:10:00,activepower,45117.3
B7_CTIC,2026-08-31 09:20:00,activepower,43888.600000000006
B7_CTIC,2026-08-31 09:30:00,activepower,47675.5
B7_CTIC,2026-08-31 09:40:00,activepower,48384.0
B7_CTIC,2026-08-31 09:50:00,activepower,45084.25
B7_CTIC,2026-08-31 10:00:00,activepower,49003.3
B7_CTIC,2026-08-31 10:10:00,activepower,49453.0
B7_CTIC,2026-08-31 10:20:00,activepower,49828.95
B7_CTIC,2026-08-31 10:30:00,activepower,46387.1
B7_CTIC,2026-08-31 10:40:00,activepower,44504.05
B7_CTIC,2026-08-31 10:50:00,activepower,45092.4
B7_CTIC,2026-08-31 11:00:00,activepower,45733.1
B7_CTIC,2026-08-31 11:10:00,activepower,44671.4
B7_CTIC,2026-08-31 11:20:00,activepower,45315.15
B7_CTIC,2026-08-31 11:30:00,activepower,45251.6
B7_CTIC,2026-08-31 11:40:00,activepower,45582.45
B7_CTIC,2026-08-31 11:50:00,activepower,49709.7
B7_CTIC,2026-08-31 12:00:00,activepower,49127.7
B7_CTIC,2026-08-31 12:10:00,activepower,45978.15
B7_CTIC,2026-08-31 12:20:00,activepower,45349.45
B7_CTIC,2026-08-31 12:30:00,activepower,45641.3
B7_CTIC,2026-08-31 12:40:00,activepower,44421.600000000006
B7_CTIC,2026-08-31 12:50:00,activepower,43340.15
B7_CTIC,2026-08-31 13:00:00,activepower,44977.8
B7_CTIC,2026-08-31 13:10:00,activepower,47302.55
B7_CTIC,2026-08-31 13:20:00,activepower,45273.9
B7_CTIC,2026-08-31 13:30:00,activepower,44444.8
B7_CTIC,2026-08-31 13:40:00,activepower,44941.75
B7_CTIC,2026-08-31 13:50:00,activepower,48976.65
B7_CTIC,2026-08-31 14:00:00,activepower,49578.3
B7_CTIC,2026-08-31 14:10:00,activepower,44983.850000000006
B7_CTIC,2026-08-31 14:20:00,activepower,44570.1
B7_CTIC,2026-08-31 14:30:00,activepower,44916.9
B7_TAC,2026-08-29 14:30:00,activepower,12348.95
B7_TAC,2026-08-29 14:40:00,activepower,10754.0
B7_TAC,2026-08-29 14:50:00,activepower,10828.6
B7_TAC,2026-08-29 15:00:00,activepower,11098.1
B7_TAC,2026-08-29 15:10:00,activepower,9947.7
B7_TAC,2026-08-29 15:20:00,activepower,10632.0
B7_TAC,2026-08-29 15:30:00,activepower,9747.4
B7_TAC,2026-08-29 15:40:00,activepower,10546.6
B7_TAC,2026-08-29 15:50:00,activepower,10459.15
B7_TAC,2026-08-29 16:00:00,activepower,11921.6
B7_TAC,2026-08-29 16:10:00,activepower,11338.0
B7_TAC,2026-08-29 16:20:00,activepower,9492.3
B7_TAC,2026-08-29 16:30:00,activepower,10686.8
B7_TAC,2026-08-29 16:40:00,activepower,9284.9
B7_TAC,2026-08-29 16:50:00,activepower,11111.25
B7_TAC,2026-08-29 17:00:00,activepower,10515.95
B7_TAC,2026-08-29 17:10:00,activepower,10440.4
B7_TAC,2026-08-29 17:20:00,activepower,10695.85
B7_TAC,2026-08-29 17:30:00,activepower,10019.6
B7_TAC,2026-08-29 17:40:00,activepower,9653.2
B7_TAC,2026-08-29 17:50:00,activepower,9776.8
B7_TAC,2026-08-29 18:00:00,activepower,9232.3
B7_TAC,2026-08-29 18:10:00,activepower,9194.85
B7_TAC,2026-08-29 18:20:00,activepower,9160.25
B7_TAC,2026-08-29 18:30:00,activepower,9561.3
B7_TAC,2026-08-29 18:40:00,activepower,8489.65
B7_TAC,2026-08-29 18:50:00,activepower,8309.95
B7_TAC,2026-08-29 19:00:00,activepower,8396.1
B7_TAC,2026-08-29 19:10:00,activepower,8638.7
B7_TAC,2026-08-29 19:20:00,activepower,9347.55
B7_TAC,2026-08-29 19:30:00,activepower,9434.7
B7_TAC,2026-08-29 19:40:00,activepower,9482.85
B7_TAC,2026-08-29 19:50:00,activepower,9186.6
B7_TAC,2026-08-29 20:00:00,activepower,8083.55
B7_TAC,2026-08-29 20:10:00,activepower,8820.9
B7_TAC,2026-08-29 20:20:00,activepower,8660.3
B7_TAC,2026-08-29 20:30:00,activepower,8008.6
B7_TAC,2026-08-29 20:40:00,activepower,8424.75
B7_TAC,2026-08-29 20:50:00,activepower,7862.9
B7_TAC,2026-08-29 21:00:00,activepower,7888.5
B7_TAC,2026-08-29 21:10:00,activepower,9176.7
B7_TAC,2026-08-29 21:20:00,activepower,9184.5
B7_TAC,2026-08-29 21:30:00,activepower,8186.0
B7_TAC,2026-08-29 21:40:00,activepower,8235.95
B7_TAC,2026-08-29 21:50:00,activepower,8342.7
B7_TAC,2026-08-29 22:00:00,activepower,7402.049999999999
B7_TAC,2026-08-29 22:10:00,activepower,8963.45
B7_TAC,2026-08-29 22:20:00,activepower,8893.3
B7_TAC,2026-08-29 22:30:00,activepower,8131.25
B7_TAC,2026-08-29 22:40:00,activepower,8292.8
B7_TAC,2026-08-29 22:50:00,activepower,8693.7
B7_TAC,2026-08-29 23:00:00,activepower,8874.2
B7_TAC,2026-08-29 23:10:00,activepower,8334.1
B7_TAC,2026-08-29 23:20:00,activepower,8671.2
B7_TAC,2026-08-29 23:30:00,activepower,8338.2
B7_TAC,2026-08-29 23:40:00,activepower,7761.3
B7_TAC,2026-08-29 23:50:00,activepower,8110.95
B7_TAC,2026-08-30 00:00:00,activepower,6584.55
B7_TAC,2026-08-30 00:10:00,activepower,6418.6
B7_TAC,2026-08-30 00:20:00,activepower,6695.1
B7_TAC,2026-08-30 00:30:00,activepower,6774.4
B7_TAC,2026-08-30 00:40:00,activepower,7864.6
B7_TAC,2026-08-30 00:50:00,activepower,8208.35
B7_TAC,2026-08-30 01:00:00,activepower,6781.6
B7_TAC,2026-08-30 01:10:00,activepower,6648.6
B7_TAC,2026-08-30 01:20:00,activepower,7041.299999999999
B7_TAC,2026-08-30 01:30:00,activepower,7725.5
B7_TAC,2026-08-30 01:40:00,activepower,8786.9
B7_TAC,2026-08-30 01:50:00,activepower,8305.95
B7_TAC,2026-08-30 02:00:00,activepower,8541.349999999999
B7_TAC,2026-08-30 02:10:00,activepower,7487.6
B7_TAC,2026-08-30 02:20:00,activepower,8043.4
B7_TAC,2026-08-30 02:30:00,activepower,6931.15
B7_TAC,2026-08-30 02:40:00,activepower,7930.9
B7_TAC,2026-08-30 02:50:00,activepower,7074.65
B7_TAC,2026-08-30 03:00:00,activepower,7749.7
B7_TAC,2026-08-30 03:10:00,activepower,8078.3
B7_TAC,2026-08-30 03:20:00,activepower,6510.0
B7_TAC,2026-08-30 03:30:00,activepower,7514.0
B7_TAC,2026-08-30 03:40:00,activepower,7211.65
B7_TAC,2026-08-30 03:50:00,activepower,7579.85
B7_TAC,2026-08-30 04:00:00,activepower,8031.8
B7_TAC,2026-08-30 04:10:00,activepower,8233.05
B7_TAC,2026-08-30 04:20:00,activepower,8277.75
B7_TAC,2026-08-30 04:30:00,activepower,7665.5
B7_TAC,2026-08-30 04:40:00,activepower,9190.2
B7_TAC,2026-08-30 04:50:00,activepower,8061.2
B7_TAC,2026-08-30 05:00:00,activepower,6875.9
B7_TAC,2026-08-30 05:10:00,activepower,7566.15
B7_TAC,2026-08-30 05:20:00,activepower,8111.049999999999
B7_TAC,2026-08-30 05:30:00,activepower,6457.3
B7_TAC,2026-08-30 05:40:00,activepower,6700.85
B7_TAC,2026-08-30 05:50:00,activepower,6647.6
B7_TAC,2026-08-30 06:00:00,activepower,8321.0
B7_TAC,2026-08-30 06:10:00,activepower,7556.9
B7_TAC,2026-08-30 06:20:00,activepower,9144.6
B7_TAC,2026-08-30 06:30:00,activepower,7924.5
B7_TAC,2026-08-30 06:40:00,activepower,7287.2
B7_TAC,2026-08-30 06:50:00,activepower,7862.0
B7_TAC,2026-08-30 07:00:00,activepower,7835.450000000001
B7_TAC,2026-08-30 07:10:00,activepower,7378.55
B7_TAC,2026-08-30 07:20:00,activepower,7575.8
B7_TAC,2026-08-30 07:30:00,activepower,7959.549999999999
B7_TAC,2026-08-30 07:40:00,activepower,7508.7
B7_TAC,2026-08-30 07:50:00,activepower,9264.9
B7_TAC,2026-08-30 08:00:00,activepower,7848.6
B7_TAC,2026-08-30 08:10:00,activepower,8043.25
B7_TAC,2026-08-30 08:20:00,activepower,7509.3
B7_TAC,2026-08-30 08:30:00,activepower,7676.4
B7_TAC,2026-08-30 08:40:00,activepower,7352.0
B7_TAC,2026-08-30 08:50:00,activepower,7050.9
B7_TAC,2026-08-30 09:00:00,activepower,8220.35
B7_TAC,2026-08-30 09:10:00,activepower,7944.9
B7_TAC,2026-08-30 09:20:00,activepower,7586.5
B7_TAC,2026-08-30 09:30:00,activepower,8948.75
B7_TAC,2026-08-30 09:40:00,activepower,9508.7
B7_TAC,2026-08-30 09:50:00,activepower,9217.75
B7_TAC,2026-08-30 10:00:00,activepower,9212.35
B7_TAC,2026-08-30 10:10:00,activepower,7836.5
B7_TAC,2026-08-30 10:20:00,activepower,7876.4
B7_TAC,2026-08-30 10:30:00,activepower,9571.35
B7_TAC,2026-08-30 10:40:00,activepower,7724.3
B7_TAC,2026-08-30 10:50:00,activepower,8036.25
B7_TAC,2026-08-30 11:00:00,activepower,9485.95
B7_TAC,2026-08-30 11:10:00,activepower,9371.8
B7_TAC,2026-08-30 11:20:00,activepower,10237.4
B7_TAC,2026-08-30 11:30:00,activepower,9884.95
B7_TAC,2026-08-30 11:40:00,activepower,10185.7
B7_TAC,2026-08-30 11:50:00,activepower,9033.65
B7_TAC,2026-08-30 12:00:00,activepower,9136.95
B7_TAC,2026-08-30 12:10:00,activepower,9928.0
B7_TAC,2026-08-30 12:20:00,activepower,9243.25
B7_TAC,2026-08-30 12:30:00,activepower,10270.2
B7_TAC,2026-08-30 12:40:00,activepower,10442.55
B7_TAC,2026-08-30 12:50:00,activepower,10335.35
B7_TAC,2026-08-30 13:00:00,activepower,9422.0
B7_TAC,2026-08-30 13:10:00,activepower,10632.85
B7_TAC,2026-08-30 13:20:00,activepower,11878.5
B7_TAC,2026-08-30 13:30:00,activepower,10068.3
B7_TAC,2026-08-30 13:40:00,activepower,9718.0
B7_TAC,2026-08-30 13:50:00,activepower,9966.85
B7_TAC,2026-08-30 14:00:00,activepower,8931.9
B7_TAC,2026-08-30 14:10:00,activepower,9463.65
B7_TAC,2026-08-30 14:20:00,activepower,10178.2
B7_TAC,2026-08-30 14:30:00,activepower,10388.5
B7_TAC,2026-08-30 14:40:00,activepower,10423.65
B7_TAC,2026-08-30 14:50:00,activepower,10588.9
B7_TAC,2026-08-30 15:00:00,activepower,10540.25
B7_TAC,2026-08-30 15:10:00,activepower,10333.3
B7_TAC,2026-08-30 15:20:00,activepower,10064.7
B7_TAC,2026-08-30 15:30:00,activepower,9171.45
B7_TAC,2026-08-30 15:40:00,activepower,9861.8
B7_TAC,2026-08-30 15:50:00,activepower,9471.1
B7_TAC,2026-08-30 16:00:00,activepower,10204.25
B7_TAC,2026-08-30 16:10:00,activepower,10887.35
B7_TAC,2026-08-30 16:20:00,activepower,11333.7
B7_TAC,2026-08-30 16:30:00,activepower,10982.2
B7_TAC,2026-08-30 16:40:00,activepower,9410.2
B7_TAC,2026-08-30 16:50:00,activepower,10790.1
B7_TAC,2026-08-30 17:00:00,activepower,9253.55
B7_TAC,2026-08-30 17:10:00,activepower,7251.65
B7_TAC,2026-08-30 17:20:00,activepower,9268.2
B7_TAC,2026-08-30 17:30:00,activepower,9591.4
B7_TAC,2026-08-30 17:40:00,activepower,9257.65
B7_TAC,2026-08-30 17:50:00,activepower,8742.4
B7_TAC,2026-08-30 18:00:00,activepower,8671.2
B7_TAC,2026-08-30 18:10:00,activepower,9286.5
B7_TAC,2026-08-30 18:20:00,activepower,8492.0
B7_TAC,2026-08-30 18:30:00,activepower,9042.4
B7_TAC,2026-08-30 18:40:00,activepower,8795.0
B7_TAC,2026-08-30 18:50:00,activepower,8880.8
B7_TAC,2026-08-30 19:00:00,activepower,8309.95
B7_TAC,2026-08-30 19:10:00,activepower,8802.2
B7_TAC,2026-08-30 19:20:00,activepower,9382.1
B7_TAC,2026-08-30 19:30:00,activepower,8791.25
B7_TAC,2026-08-30 19:40:00,activepower,8721.85
B7_TAC,2026-08-30 19:50:00,activepower,7550.9
B7_TAC,2026-08-30 20:00:00,activepower,8729.9
B7_TAC,2026-08-30 20:10:00,activepower,7674.9
B7_TAC,2026-08-30 20:20:00,activepower,7440.0
B7_TAC,2026-08-30 20:30:00,activepower,6965.85
B7_TAC,2026-08-30 20:40:00,activepower,8360.8
B7_TAC,2026-08-30 20:50:00,activepower,8782.4
B7_TAC,2026-08-30 21:00:00,activepower,8213.6
B7_TAC,2026-08-30 21:10:00,activepower,8223.349999999999
B7_TAC,2026-08-30 21:20:00,activepower,8431.1
B7_TAC,2026-08-30 21:30:00,activepower,8244.3
B7_TAC,2026-08-30 21:40:00,activepower,7073.65
B7_TAC,2026-08-30 21:50:00,activepower,8340.3
B7_TAC,2026-08-30 22:00:00,activepower,8186.049999999999
B7_TAC,2026-08-30 22:10:00,activepower,8461.8
B7_TAC,2026-08-30 22:20:00,activepower,8200.4
B7_TAC,2026-08-30 22:30:00,activepower,8449.55
B7_TAC,2026-08-30 22:40:00,activepower,8420.0
B7_TAC,2026-08-30 22:50:00,activepower,8370.6
B7_TAC,2026-08-30 23:00:00,activepower,8424.25
B7_TAC,2026-08-30 23:10:00,activepower,8466.5
B7_TAC,2026-08-30 23:20:00,activepower,8304.7
B7_TAC,2026-08-30 23:30:00,activepower,7199.1
B7_TAC,2026-08-30 23:40:00,activepower,7501.1
B7_TAC,2026-08-30 23:50:00,activepower,7432.0
B7_TAC,2026-08-31 00:00:00,activepower,7011.549999999999
B7_TAC,2026-08-31 00:10:00,activepower,8844.35
B7_TAC,2026-08-31 00:20:00,activepower,8194.0
B7_TAC,2026-08-31 00:30:00,activepower,7547.25
B7_TAC,2026-08-31 00:40:00,activepower,7693.45
B7_TAC,2026-08-31 00:50:00,activepower,8310.9
B7_TAC,2026-08-31 01:00:00,activepower,8376.25
B7_TAC,2026-08-31 01:10:00,activepower,8574.4
B7_TAC,2026-08-31 01:20:00,activepower,8025.25
B7_TAC,2026-08-31 01:30:00,activepower,8037.45
B7_TAC,2026-08-31 01:40:00,activepower,8312.6
B7_TAC,2026-08-31 01:50:00,activepower,7476.65
B7_TAC,2026-08-31 02:00:00,activepower,7176.65
B7_TAC,2026-08-31 02:10:00,activepower,7860.5
B7_TAC,2026-08-31 02:20:00,activepower,7369.25
B7_TAC,2026-08-31 02:30:00,activepower,8577.75
B7_TAC,2026-08-31 02:40:00,activepower,7743.8
B7_TAC,2026-08-31 02:50:00,activepower,5949.5
B7_TAC,2026-08-31 03:00:00,activepower,6631.35
B7_TAC,2026-08-31 03:10:00,activepower,6711.4
B7_TAC,2026-08-31 03:20:00,activepower,7697.35
B7_TAC,2026-08-31 03:30:00,activepower,7244.8
B7_TAC,2026-08-31 03:40:00,activepower,8311.4
B7_TAC,2026-08-31 03:50:00,activepower,8296.25
B7_TAC,2026-08-31 04:00:00,activepower,8132.2
B7_TAC,2026-08-31 04:10:00,activepower,7220.5
B7_TAC,2026-08-31 04:20:00,activepower,7996.25
B7_TAC,2026-08-31 04:30:00,activepower,8605.849999999999
B7_TAC,2026-08-31 04:40:00,activepower,7925.450000000001
B7_TAC,2026-08-31 04:50:00,activepower,8351.9
